snapshot_id,date,slot,source_type,product_name,canonical_product_name,target_top20_next_1d,target_top20_next_3d,target_top20_next_7d,target_rank_50_next_3d,target_rank_50_next_7d,target_search_up_next_3d,target_click_up_next_3d,target_search_up_next_7d,target_click_up_next_7d,target_interest_confirmed_next_3d,target_priority_success_next_7d,label_status_1d,label_status_3d,label_status_7d,label_status,label_created_at
2026-04-27|pm|rising|산딸기,2026-04-27,pm,rising,산딸기,산딸기,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|방울토마토,2026-04-27,pm,rising,방울토마토,방울토마토,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|들기름,2026-04-27,pm,rising,들기름,들기름,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|문어,2026-04-27,pm,rising,문어,문어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|민물장어,2026-04-27,pm,rising,민물장어,민물장어,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|홍게,2026-04-27,pm,rising,홍게,홍게,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|기버터,2026-04-27,pm,rising,기버터,기버터,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|옥수수,2026-04-27,pm,rising,옥수수,옥수수,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|파로,2026-04-27,pm,rising,파로,파로,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|반숙란,2026-04-27,pm,rising,반숙란,반숙란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|캠핑음식,2026-04-27,pm,rising,캠핑음식,캠핑음식,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|떡,2026-04-27,pm,rising,떡,떡,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|아보카도오일,2026-04-27,pm,rising,아보카도오일,아보카도오일,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|간장게장,2026-04-27,pm,rising,간장게장,간장게장,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|육회,2026-04-27,pm,rising,육회,육회,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|캠핑밀키트,2026-04-27,pm,rising,캠핑밀키트,캠핑밀키트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|양갈비,2026-04-27,pm,rising,양갈비,양갈비,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|양파,2026-04-27,pm,rising,양파,양파,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|쑥인절미,2026-04-27,pm,rising,쑥인절미,쑥인절미,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|바나나,2026-04-27,pm,rising,바나나,바나나,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|한우선물세트,2026-04-27,pm,rising,한우선물세트,한우선물세트,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|홍어,2026-04-27,pm,rising,홍어,홍어,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|비트즙,2026-04-27,pm,rising,비트즙,비트즙,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|아보카도,2026-04-27,pm,rising,아보카도,아보카도,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|소곱창,2026-04-27,pm,rising,소곱창,소곱창,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|갈비탕,2026-04-27,pm,rising,갈비탕,갈비탕,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|돼지갈비,2026-04-27,pm,rising,돼지갈비,돼지갈비,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|완두콩,2026-04-27,pm,rising,완두콩,완두콩,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|보이차,2026-04-27,pm,rising,보이차,보이차,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|고춧가루,2026-04-27,pm,rising,고춧가루,고춧가루,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|딸기,2026-04-27,pm,rising,딸기,딸기,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|수향미,2026-04-27,pm,rising,수향미,수향미,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|생강청,2026-04-27,pm,rising,생강청,생강청,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|가시오가피순,2026-04-27,pm,rising,가시오가피순,가시오가피순,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|두리안,2026-04-27,pm,rising,두리안,두리안,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|고등어,2026-04-27,pm,rising,고등어,고등어,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|마누카꿀,2026-04-27,pm,rising,마누카꿀,마누카꿀,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|비타민c,2026-04-27,pm,rising,비타민c,비타민c,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|콘드로이친,2026-04-27,pm,rising,콘드로이친,콘드로이친,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|유산균,2026-04-27,pm,rising,유산균,유산균,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|멸균우유,2026-04-27,pm,rising,멸균우유,멸균우유,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|어버이날선물,2026-04-27,pm,rising,어버이날선물,어버이날선물,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|알부민,2026-04-27,pm,rising,알부민,알부민,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|맥심모카골드,2026-04-27,pm,rising,맥심모카골드,맥심모카골드,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|루테인,2026-04-27,pm,rising,루테인,루테인,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|뉴케어구수한맛,2026-04-27,pm,rising,뉴케어구수한맛,뉴케어구수한맛,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|카무트효소,2026-04-27,pm,rising,카무트효소,카무트효소,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|밀크씨슬,2026-04-27,pm,rising,밀크씨슬,밀크씨슬,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|콘드로이친1200,2026-04-27,pm,rising,콘드로이친1200,콘드로이친1200,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|찹쌀누룽지과자,2026-04-27,pm,rising,찹쌀누룽지과자,찹쌀누룽지과자,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|포스파티딜세린,2026-04-27,pm,rising,포스파티딜세린,포스파티딜세린,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|비타민d,2026-04-27,pm,rising,비타민d,비타민d,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|두유,2026-04-27,pm,rising,두유,두유,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|프로폴리스,2026-04-27,pm,rising,프로폴리스,프로폴리스,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|하루견과,2026-04-27,pm,rising,하루견과,하루견과,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|야채도사,2026-04-27,pm,rising,야채도사,야채도사,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|명가삼대떡집,2026-04-27,pm,rising,명가삼대떡집,명가삼대떡집,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|정관장,2026-04-27,pm,rising,정관장,정관장,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|리포좀비타민c,2026-04-27,pm,rising,리포좀비타민c,리포좀비타민c,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|생주2l,2026-04-27,pm,rising,생주2l,생주2l,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|샤오커오라사탕,2026-04-27,pm,rising,샤오커오라사탕,샤오커오라사탕,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|멜라토닌,2026-04-27,pm,rising,멜라토닌,멜라토닌,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|락토핏유산균,2026-04-27,pm,rising,락토핏유산균,락토핏유산균,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|햇반,2026-04-27,pm,rising,햇반,햇반,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|커큐민,2026-04-27,pm,rising,커큐민,커큐민,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|멀티비타민,2026-04-27,pm,rising,멀티비타민,멀티비타민,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|정관장에브리타임,2026-04-27,pm,rising,정관장에브리타임,정관장에브리타임,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|스승의날선물,2026-04-27,pm,rising,스승의날선물,스승의날선물,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|포카리스웨트,2026-04-27,pm,rising,포카리스웨트,포카리스웨트,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|쏘팔메토,2026-04-27,pm,rising,쏘팔메토,쏘팔메토,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|루테인지아잔틴,2026-04-27,pm,rising,루테인지아잔틴,루테인지아잔틴,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|이클립스,2026-04-27,pm,rising,이클립스,이클립스,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|빅토리아탄산수,2026-04-27,pm,rising,빅토리아탄산수,빅토리아탄산수,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|에너지젤,2026-04-27,pm,rising,에너지젤,에너지젤,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|단백질쉐이크,2026-04-27,pm,rising,단백질쉐이크,단백질쉐이크,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|고려은단비타민c1000,2026-04-27,pm,rising,고려은단비타민c1000,고려은단비타민c1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|구강유산균,2026-04-27,pm,rising,구강유산균,구강유산균,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|조선호텔김치,2026-04-27,pm,rising,조선호텔김치,조선호텔김치,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|카누,2026-04-27,pm,rising,카누,카누,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|맘으로고기순대,2026-04-27,pm,rising,맘으로고기순대,맘으로고기순대,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|코큐텐,2026-04-27,pm,rising,코큐텐,코큐텐,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|홍삼,2026-04-27,pm,rising,홍삼,홍삼,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|흑염소진액,2026-04-27,pm,rising,흑염소진액,흑염소진액,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|삼다수,2026-04-27,pm,rising,삼다수,삼다수,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:46
2026-04-27|pm|rising|삼다수2l,2026-04-27,pm,rising,삼다수2l,삼다수2l,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|cca주스,2026-04-27,pm,rising,cca주스,cca주스,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|커클랜드그릭요거트,2026-04-27,pm,rising,커클랜드그릭요거트,커클랜드그릭요거트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|대마종자유,2026-04-27,pm,rising,대마종자유,대마종자유,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|아르기닌,2026-04-27,pm,rising,아르기닌,아르기닌,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|베르베린,2026-04-27,pm,rising,베르베린,베르베린,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|비타민b,2026-04-27,pm,rising,비타민b,비타민b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|마그네슘영양제,2026-04-27,pm,rising,마그네슘영양제,마그네슘영양제,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|올리브오일캡슐,2026-04-27,pm,rising,올리브오일캡슐,올리브오일캡슐,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|공진단,2026-04-27,pm,rising,공진단,공진단,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|삼다수500ml,2026-04-27,pm,rising,삼다수500ml,삼다수500ml,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|단백질음료,2026-04-27,pm,rising,단백질음료,단백질음료,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|어린이날과자세트,2026-04-27,pm,rising,어린이날과자세트,어린이날과자세트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|뉴케어당플랜,2026-04-27,pm,rising,뉴케어당플랜,뉴케어당플랜,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|레모너리,2026-04-27,pm,rising,레모너리,레모너리,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|생수500,2026-04-27,pm,rising,생수500,생수500,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|애사비,2026-04-27,pm,rising,애사비,애사비,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|답례품,2026-04-27,pm,rising,답례품,답례품,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|맥심화이트골드,2026-04-27,pm,rising,맥심화이트골드,맥심화이트골드,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|비에날17유산균,2026-04-27,pm,rising,비에날17유산균,비에날17유산균,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|홍삼진액,2026-04-27,pm,rising,홍삼진액,홍삼진액,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|도미솔김치,2026-04-27,pm,rising,도미솔김치,도미솔김치,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|전투식량,2026-04-27,pm,rising,전투식량,전투식량,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|컬리케일,2026-04-27,pm,rising,컬리케일,컬리케일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|커피믹스,2026-04-27,pm,rising,커피믹스,커피믹스,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|삼백초추출물,2026-04-27,pm,rising,삼백초추출물,삼백초추출물,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|라면,2026-04-27,pm,rising,라면,라면,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|하스카프베리,2026-04-27,pm,rising,하스카프베리,하스카프베리,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-27|pm|rising|덴마크유산균,2026-04-27,pm,rising,덴마크유산균,덴마크유산균,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-28|am|rising|시오콘부,2026-04-28,am,rising,시오콘부,시오콘부,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-28|am|rising|참기름,2026-04-28,am,rising,참기름,참기름,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-28|am|rising|새조개,2026-04-28,am,rising,새조개,새조개,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-28|am|rising|가죽나물,2026-04-28,am,rising,가죽나물,가죽나물,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-28|am|rising|전복,2026-04-28,am,rising,전복,전복,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-28|am|rising|복숭아,2026-04-28,am,rising,복숭아,복숭아,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-28|am|rising|블루베리,2026-04-28,am,rising,블루베리,블루베리,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-28|am|rising|수박,2026-04-28,am,rising,수박,수박,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
2026-04-28|am|rising|카라향,2026-04-28,am,rising,카라향,카라향,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:47
